Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
1080	Spectrogram 1	1	3356.853146143	3357.342508434	0.000	8000.000	I2
1081	Spectrogram 1	1	3358.911346364	3359.544638739	0.000	8000.000	I2
1082	Spectrogram 1	1	3361.761159346	3362.437630747	0.000	8000.000	I2
1083	Spectrogram 1	1	3364.481437959	3365.143516352	0.000	8000.000	I2
1084	Spectrogram 1	1	3366.467673137	3368.007725050	0.000	8000.000	P
1085	Spectrogram 1	1	3369.173558741	3371.605977184	0.000	8000.000	P
1086	Spectrogram 1	1	3371.836265320	3375.621626565	0.000	8000.000	P
1087	Spectrogram 1	1	3375.995842079	3376.629134455	0.000	8000.000	I2
1088	Spectrogram 1	1	3378.860050778	3379.464557136	0.000	8000.000	I2
1089	Spectrogram 1	1	3381.868189561	3382.631019014	0.000	8000.000	I2
1090	Spectrogram 1	1	3384.530896140	3385.121009490	0.000	8000.000	I2
1091	Spectrogram 1	1	3386.286843182	3387.337532805	0.000	8000.000	P
1092	Spectrogram 1	1	3388.647296581	3390.647924768	0.000	8000.000	P
1093	Spectrogram 1	1	3391.655435365	3394.433286013	0.000	8000.000	P
1094	Spectrogram 1	1	3395.296863817	3396.121937408	0.000	8000.000	I3
1095	Spectrogram 1	1	3398.132286498	3399.184999971	0.000	8000.000	I3
1096	Spectrogram 1	1	3401.068460239	3402.115605775	0.000	8000.000	I3
1097	Spectrogram 1	1	3404.234922117	3405.344239287	0.000	8000.000	I3
1098	Spectrogram 1	1	3407.113521116	3408.556317145	0.000	8000.000	I3
1099	Spectrogram 1	1	3409.948943798	3411.690497830	0.000	8000.000	I3
1100	Spectrogram 1	1	3412.301225020	3418.477021431	0.000	8000.000	I4
1101	Spectrogram 1	1	3419.477112740	3420.695672153	0.000	8000.000	I3
1102	Spectrogram 1	1	3422.600395592	3423.957419855	0.000	8000.000	I3
1103	Spectrogram 1	1	3425.594141367	3426.854911469	0.000	8000.000	I3
1104	Spectrogram 1	1	3427.931171283	3434.967936631	0.000	8000.000	I4
1105	Spectrogram 1	1	3436.242832941	3437.368715396	0.000	8000.000	A
1106	Spectrogram 1	1	3440.332579399	3442.290028560	0.000	8000.000	Bm
1107	Spectrogram 1	1	3443.571006320	3445.888280694	0.000	8000.000	Bm
1108	Spectrogram 1	1	3446.348856967	3448.781275409	0.000	8000.000	Bm
1109	Spectrogram 1	1	3450.047860160	3451.890165253	0.000	8000.000	A
1110	Spectrogram 1	1	3454.452120772	3457.100434343	0.000	8000.000	Bm
1111	Spectrogram 1	1	3458.251872317	3459.369167159	0.000	8000.000	A
1112	Spectrogram 1	1	3460.975205367	3462.101087823	0.000	8000.000	A
1113	Spectrogram 1	1	3464.498438022	3465.958890943	0.000	8000.000	C
1114	Spectrogram 1	1	3468.269406258	3470.917719828	0.000	8000.000	Bm
1115	Spectrogram 1	1	3472.054764795	3473.314313448	0.000	8000.000	A
1116	Spectrogram 1	1	3474.645506331	3475.960238756	0.000	8000.000	A
1117	Spectrogram 1	1	3478.225984007	3480.047264450	0.000	8000.000	C
1118	Spectrogram 1	1	3481.698080513	3483.914603828	0.000	8000.000	Bm
1119	Spectrogram 1	1	3485.010005677	3486.235230702	0.000	8000.000	A
1120	Spectrogram 1	1	3487.434792089	3488.924930633	0.000	8000.000	A
1121	Spectrogram 1	1	3491.038832237	3492.545527877	0.000	8000.000	C
1122	Spectrogram 1	1	3494.061672137	3496.522876596	0.000	8000.000	Bm
1123	Spectrogram 1	1	3497.487208168	3498.693616645	0.000	8000.000	A
1124	Spectrogram 1	1	3499.977195937	3501.309637645	0.000	8000.000	A
1125	Spectrogram 1	1	3503.569887469	3505.142811487	0.000	8000.000	C
1126	Spectrogram 1	1	3506.770695965	3508.382712921	0.000	8000.000	Bm
1127	Spectrogram 1	1	3510.307385343	3511.449824893	0.000	8000.000	A
1128	Spectrogram 1	1	3512.675049919	3514.016174608	0.000	8000.000	A
1129	Spectrogram 1	1	3516.298867616	3517.870395108	0.000	8000.000	C
1130	Spectrogram 1	1	3519.307006399	3520.886063219	0.000	8000.000	Bm
1131	Spectrogram 1	1	3522.588609638	3524.296824775	0.000	8000.000	A
1132	Spectrogram 1	1	3525.174350807	3526.945959965	0.000	8000.000	A
1133	Spectrogram 1	1	3529.073989132	3530.862155385	0.000	8000.000	C
1134	Spectrogram 1	1	3531.483488912	3533.784040174	0.000	8000.000	Bm
1135	Spectrogram 1	1	3535.661376043	3537.466099391	0.000	8000.000	A
1136	Spectrogram 1	1	3539.629929035	3541.788880315	0.000	8000.000	C
1137	Spectrogram 1	1	3541.889631375	3544.720443846	0.000	8000.000	Bm
1138	Spectrogram 1	1	3546.636844662	3548.607138959	0.000	8000.000	A
1139	Spectrogram 1	1	3550.908575155	3552.885887188	0.000	8000.000	C
1140	Spectrogram 1	1	3553.001031256	3556.124314108	0.000	8000.000	Bm
1141	Spectrogram 1	1	3557.750724073	3559.324044229	0.000	8000.000	D
1142	Spectrogram 1	1	3561.795159471	3563.680643589	0.000	8000.000	C
1143	Spectrogram 1	1	3563.838966683	3566.760747416	0.000	8000.000	Bm
1144	Spectrogram 1	1	3568.876516963	3570.934717183	0.000	8000.000	D
1145	Spectrogram 1	1	3573.151240498	3575.195047709	0.000	8000.000	C
1146	Spectrogram 1	1	3575.468514872	3576.678975466	0.000	8000.000	Bm
1147	Spectrogram 1	1	3579.887168492	3581.657508542	0.000	8000.000	D
1148	Spectrogram 1	1	3584.017961941	3586.191306230	0.000	8000.000	C
1149	Spectrogram 1	1	3586.567321744	3587.593861630	0.000	8000.000	Bu
1150	Spectrogram 1	1	3590.756266763	3592.544433016	0.000	8000.000	D
1151	Spectrogram 1	1	3594.918895250	3597.216348060	0.000	8000.000	C
1152	Spectrogram 1	1	3597.534916250	3598.324609717	0.000	8000.000	Bm
1153	Spectrogram 1	1	3601.566220010	3603.586603092	0.000	8000.000	D
1154	Spectrogram 1	1	3605.780349528	3607.879917143	0.000	8000.000	C
1155	Spectrogram 1	1	3608.040629434	3608.752355292	0.000	8000.000	E
1156	Spectrogram 1	1	3609.716629036	3610.497231591	0.000	8000.000	E
1157	Spectrogram 1	1	3611.622217626	3612.425779079	0.000	8000.000	E
1158	Spectrogram 1	1	3613.137504938	3614.239532074	0.000	8000.000	E
1159	Spectrogram 1	1	3616.351750751	3618.854270705	0.000	8000.000	F
1160	Spectrogram 1	1	3620.530270308	3621.576713513	0.000	8000.000	C
1161	Spectrogram 1	1	3623.055745658	3623.882266010	0.000	8000.000	E
1162	Spectrogram 1	1	3625.190923234	3626.178155876	0.000	8000.000	E
1163	Spectrogram 1	1	3627.303141911	3628.037826668	0.000	8000.000	E
1164	Spectrogram 1	1	3628.290374554	3629.323524994	0.000	8000.000	E
1165	Spectrogram 1	1	3630.218922042	3630.976565698	0.000	8000.000	E
1166	Spectrogram 1	1	3632.331140719	3635.476509836	0.000	8000.000	F
1167	Spectrogram 1	1	3636.685417227	3637.841276399	0.000	8000.000	C
1168	Spectrogram 1	1	3639.149933623	3639.999412873	0.000	8000.000	E
1169	Spectrogram 1	1	3641.147357807	3642.180508247	0.000	8000.000	E
1170	Spectrogram 1	1	3642.938151903	3643.764672255	0.000	8000.000	E
1171	Spectrogram 1	1	3644.384559015	3645.325873860	0.000	8000.000	E
1172	Spectrogram 1	1	3647.139626855	3649.103238428	0.000	8000.000	F
1173	Spectrogram 1	1	3651.299149752	3652.408475112	0.000	8000.000	C
1174	Spectrogram 1	1	3653.728830772	3654.693104516	0.000	8000.000	E
1175	Spectrogram 1	1	3655.726254956	3656.598693106	0.000	8000.000	E
1176	Spectrogram 1	1	3657.540007951	3658.366528303	0.000	8000.000	E
1177	Spectrogram 1	1	3659.078254161	3659.927733412	0.000	8000.000	E
1178	Spectrogram 1	1	3661.672609711	3663.799756428	0.000	8000.000	F
1179	Spectrogram 1	1	3665.736936536	3666.813147706	0.000	8000.000	C
1180	Spectrogram 1	1	3668.169974530	3668.973535983	0.000	8000.000	E
1181	Spectrogram 1	1	3670.259234308	3671.154631356	0.000	8000.000	E
1182	Spectrogram 1	1	3672.050028404	3672.876548756	0.000	8000.000	E
1183	Spectrogram 1	1	3673.909699196	3674.851014042	0.000	8000.000	E
1184	Spectrogram 1	1	3676.366301354	3679.236163687	0.000	8000.000	F
1185	Spectrogram 1	1	3680.705533201	3682.817751879	0.000	8000.000	C
1186	Spectrogram 1	1	3683.437642143	3684.126409103	0.000	8000.000	E
1187	Spectrogram 1	1	3685.366189631	3686.054956591	0.000	8000.000	E
1188	Spectrogram 1	1	3686.766682449	3687.409531612	0.000	8000.000	E
1189	Spectrogram 1	1	3688.259010863	3689.039613417	0.000	8000.000	E
1190	Spectrogram 1	1	3689.980928262	3690.807448614	0.000	8000.000	E
1191	Spectrogram 1	1	3692.408944499	3695.464588331	0.000	8000.000	F
1192	Spectrogram 1	1	3696.907531252	3698.350474173	0.000	8000.000	C
1193	Spectrogram 1	1	3699.666098601	3700.387570061	0.000	8000.000	E
1194	Spectrogram 1	1	3701.470009373	3702.339786954	0.000	8000.000	E
1195	Spectrogram 1	1	3703.307846911	3704.164685354	0.000	8000.000	E
1196	Spectrogram 1	1	3704.831099645	3705.607628275	0.000	8000.000	E
1197	Spectrogram 1	1	3706.420580759	3707.099421652	0.000	8000.000	E
1198	Spectrogram 1	1	3708.408635122	3711.294520963	0.000	8000.000	F
1199	Spectrogram 1	1	3712.975055929	3714.713550897	0.000	8000.000	C
1200	Spectrogram 1	1	3715.436831336	3716.328060788	0.000	8000.000	E
1201	Spectrogram 1	1	3717.346608732	3718.365156676	0.000	8000.000	E
1202	Spectrogram 1	1	3719.086628136	3720.105176080	0.000	8000.000	E
1203	Spectrogram 1	1	3720.826647541	3721.845195485	0.000	8000.000	E
1204	Spectrogram 1	1	3722.609106443	3723.585214890	0.000	8000.000	E
1205	Spectrogram 1	1	3725.296693413	3727.614686704	0.000	8000.000	F
1206	Spectrogram 1	1	3729.584981002	3730.975776976	0.000	8000.000	C
1207	Spectrogram 1	1	3732.115553922	3733.261420359	0.000	8000.000	EG
1208	Spectrogram 1	1	3734.067770815	3735.043879261	0.000	8000.000	EG
1209	Spectrogram 1	1	3735.892669215	3737.165854145	0.000	8000.000	EG
1210	Spectrogram 1	1	3738.523918070	3740.148407571	0.000	8000.000	F
1211	Spectrogram 1	1	3745.665839191	3746.907621311	0.000	8000.000	H
1212	Spectrogram 1	1	3747.860607558	3749.258728792	0.000	8000.000	H
1213	Spectrogram 1	1	3751.298206870	3753.547500247	0.000	8000.000	F
1214	Spectrogram 1	1	3756.793926622	3758.052265837	0.000	8000.000	G
1215	Spectrogram 1	1	3758.813892204	3760.204688178	0.000	8000.000	H
1216	Spectrogram 1	1	3760.933200355	3762.655138229	0.000	8000.000	H
1217	Spectrogram 1	1	3764.492975767	3767.026211292	0.000	8000.000	F
1218	Spectrogram 1	1	3769.633953744	3771.223434858	0.000	8000.000	G
1219	Spectrogram 1	1	3771.637362231	3773.127500775	0.000	8000.000	H
1220	Spectrogram 1	1	3773.366747235	3775.230251832	0.000	8000.000	H
1221	Spectrogram 1	1	3777.016544035	3779.732671886	0.000	8000.000	F
1222	Spectrogram 1	1	3782.217191478	3783.872900972	0.000	8000.000	G
1223	Spectrogram 1	1	3785.031897617	3786.919406440	0.000	8000.000	H
1224	Spectrogram 1	1	3788.857163885	3791.323593693	0.000	8000.000	F
1225	Spectrogram 1	1	3793.575358604	3796.853663401	0.000	8000.000	G2
1226	Spectrogram 1	1	3797.854337392	3801.745827913	0.000	8000.000	G2
1227	Spectrogram 1	1	3803.186295173	3803.683008021	0.000	8000.000	I
1228	Spectrogram 1	1	3805.305603324	3805.818873267	0.000	8000.000	I
1229	Spectrogram 1	1	3808.846167289	3811.795984539	0.000	8000.000	G2
1230	Spectrogram 1	1	3812.877919568	3817.249187829	0.000	8000.000	G2
1231	Spectrogram 1	1	3818.395054266	3818.989207233	0.000	8000.000	I2
1232	Spectrogram 1	1	3820.389710656	3821.323379605	0.000	8000.000	I2
1233	Spectrogram 1	1	3822.978520014	3825.821966358	0.000	8000.000	G2
1234	Spectrogram 1	1	3828.028821812	3831.296663133	0.000	8000.000	G2
1235	Spectrogram 1	1	3832.481617694	3833.077673112	0.000	8000.000	I2
1236	Spectrogram 1	1	3834.749939700	3835.625491896	0.000	8000.000	I2
1237	Spectrogram 1	1	3836.803019472	3837.535269291	0.000	8000.000	I2
1238	Spectrogram 1	1	3838.723575226	3841.405891864	0.000	8000.000	G2
1239	Spectrogram 1	1	3842.288493031	3846.108106826	0.000	8000.000	G2
1240	Spectrogram 1	1	3847.296353756	3848.017825216	0.000	8000.000	I2
1241	Spectrogram 1	1	3851.985875528	3854.635010718	0.000	8000.000	G2
1242	Spectrogram 1	1	3855.996450779	3859.646247579	0.000	8000.000	G2
1243	Spectrogram 1	1	3860.622356025	3861.386266983	0.000	8000.000	I2
1244	Spectrogram 1	1	3862.905708700	3863.627180161	0.000	8000.000	I2
1245	Spectrogram 1	1	3864.645728105	3865.239881072	0.000	8000.000	I2
1246	Spectrogram 1	1	3865.494518058	3865.961352533	0.000	8000.000	I2
1247	Spectrogram 1	1	3866.682823993	3867.276976960	0.000	8000.000	I2
1248	Spectrogram 1	1	3867.574053444	3868.125766914	0.000	8000.000	I2
1249	Spectrogram 1	1	3868.422843398	3868.932117370	0.000	8000.000	I2
1250	Spectrogram 1	1	3869.483830839	3870.162862802	0.000	8000.000	I2
1251	Spectrogram 1	1	3870.332620793	3870.884334263	0.000	8000.000	I2
1252	Spectrogram 1	1	3871.138971249	3871.733124216	0.000	8000.000	I2
1253	Spectrogram 1	1	3871.902882207	3872.412156179	0.000	8000.000	I2
1254	Spectrogram 1	1	3873.595514918	3875.118767652	0.000	8000.000	G2
1255	Spectrogram 1	1	3877.254632898	3878.512972114	0.000	8000.000	G2
1256	Spectrogram 1	1	3879.617959871	3880.169673341	0.000	8000.000	I2
1257	Spectrogram 1	1	3880.424310327	3880.848705304	0.000	8000.000	I2
1258	Spectrogram 1	1	3881.357979276	3881.867253248	0.000	8000.000	I2
1259	Spectrogram 1	1	3882.249208727	3882.716043201	0.000	8000.000	I2
1260	Spectrogram 1	1	3882.928240690	3883.564833155	0.000	8000.000	I2
1261	Spectrogram 1	1	3883.777030643	3884.286304615	0.000	8000.000	I2
1262	Spectrogram 1	1	3884.668260094	3885.304852559	0.000	8000.000	I2
1263	Spectrogram 1	1	3885.474610550	3886.026324020	0.000	8000.000	I2
1264	Spectrogram 1	1	3886.280961006	3887.002432466	0.000	8000.000	I2
1265	Spectrogram 1	1	3887.172190457	3887.808782922	0.000	8000.000	I2
1266	Spectrogram 1	1	3887.936101415	3888.402935889	0.000	8000.000	I2
1267	Spectrogram 1	1	3888.530254382	3889.081967852	0.000	8000.000	I2
1268	Spectrogram 1	1	3889.209286345	3889.676120820	0.000	8000.000	I2
1269	Spectrogram 1	1	3891.152641162	3891.848039150	0.000	8000.000	I2
1270	Spectrogram 1	1	3893.835191592	3894.641542047	0.000	8000.000	I2
1271	Spectrogram 1	1	3896.312288327	3897.018153917	0.000	8000.000	I2
1272	Spectrogram 1	1	3897.824504373	3899.267447294	0.000	8000.000	P
1273	Spectrogram 1	1	3900.158676745	3901.983575145	0.000	8000.000	P
1274	Spectrogram 1	1	3902.577728112	3904.657263498	0.000	8000.000	P
1275	Spectrogram 1	1	3904.911900484	3910.174398196	0.000	8000.000	P
1276	Spectrogram 1	1	3911.193478427	3912.678860846	0.000	8000.000	I3
1277	Spectrogram 1	1	3913.952045776	3915.225230706	0.000	8000.000	I3
1278	Spectrogram 1	1	3916.880371116	3918.026237553	0.000	8000.000	I3
1279	Spectrogram 1	1	3919.299422483	3920.148212436	0.000	8000.000	I2
1280	Spectrogram 1	1	3920.954562892	3922.482384808	0.000	8000.000	P
1281	Spectrogram 1	1	3923.416053757	3925.410710148	0.000	8000.000	P
1282	Spectrogram 1	1	3926.329863087	3927.065850557	0.000	8000.000	I3
1283	Spectrogram 1	1	3929.243911796	3930.055209448	0.000	8000.000	I3
1284	Spectrogram 1	1	3931.826818606	3938.052286302	0.000	8000.000	I4
1285	Spectrogram 1	1	3939.873566745	3940.999449200	0.000	8000.000	A
1286	Spectrogram 1	1	3943.946612099	3945.271179694	0.000	8000.000	Bd
1287	Spectrogram 1	1	3947.224916896	3948.797840915	0.000	8000.000	Bd
1288	Spectrogram 1	1	3950.025618798	3952.571988658	0.000	8000.000	Bd
1289	Spectrogram 1	1	3954.179738247	3955.951347405	0.000	8000.000	A
1290	Spectrogram 1	1	3958.294176338	3959.635301028	0.000	8000.000	Bd
1291	Spectrogram 1	1	3961.506252756	3963.095733870	0.000	8000.000	Bd
1292	Spectrogram 1	1	3964.784557553	3966.208467718	0.000	8000.000	Bd
1293	Spectrogram 1	1	3968.444319619	3970.762312910	0.000	8000.000	A
1294	Spectrogram 1	1	3972.964406536	3974.189631562	0.000	8000.000	Bm
1295	Spectrogram 1	1	3976.110254574	3978.757160298	0.000	8000.000	Bm
1296	Spectrogram 1	1	3979.703144175	3980.795912441	0.000	8000.000	A
1297	Spectrogram 1	1	3982.534407409	3983.722722996	0.000	8000.000	A
1298	Spectrogram 1	1	3985.867109524	3987.390362258	0.000	8000.000	C
1299	Spectrogram 1	1	3989.621671702	3991.410220096	0.000	8000.000	Bm
1300	Spectrogram 1	1	3993.099043779	3994.274597520	0.000	8000.000	A
1301	Spectrogram 1	1	3995.764736064	3996.758161760	0.000	8000.000	A
1302	Spectrogram 1	1	3999.175497621	4001.245134488	0.000	8000.000	C
1303	Spectrogram 1	1	4002.905234473	4004.904252468	0.000	8000.000	Bm
1304	Spectrogram 1	1	4005.975532951	4007.117972501	0.000	8000.000	A
1305	Spectrogram 1	1	4008.459097191	4009.618093837	0.000	8000.000	A
1306	Spectrogram 1	1	4011.969201317	4014.154737849	0.000	8000.000	C
1307	Spectrogram 1	1	4015.170249301	4017.433042646	0.000	8000.000	Bm
1308	Spectrogram 1	1	4018.443025437	4019.701364652	0.000	8000.000	A
1309	Spectrogram 1	1	4020.857141989	4022.189799124	0.000	8000.000	A
1310	Spectrogram 1	1	4024.591817784	4026.586474175	0.000	8000.000	C
1311	Spectrogram 1	1	4026.756232166	4028.933679156	0.000	8000.000	Bm
1312	Spectrogram 1	1	4030.556274460	4031.897399150	0.000	8000.000	A
1313	Spectrogram 1	1	4032.909959328	4034.281620821	0.000	8000.000	A
1314	Spectrogram 1	1	4036.483714447	4038.553351314	0.000	8000.000	C
1315	Spectrogram 1	1	4039.165963827	4041.086586839	0.000	8000.000	Bm
1316	Spectrogram 1	1	4042.677041388	4044.249965407	0.000	8000.000	A
1317	Spectrogram 1	1	4045.132536233	4046.823042041	0.000	8000.000	A
1318	Spectrogram 1	1	4048.909651526	4050.756903716	0.000	8000.000	C
1319	Spectrogram 1	1	4051.700658128	4054.482250077	0.000	8000.000	Bm
1320	Spectrogram 1	1	4055.302320460	4056.809016099	0.000	8000.000	A
1321	Spectrogram 1	1	4059.264888958	4061.174666353	0.000	8000.000	C
1322	Spectrogram 1	1	4061.429303339	4063.994795301	0.000	8000.000	Bm
1323	Spectrogram 1	1	4065.998203788	4068.216854509	0.000	8000.000	D
1324	Spectrogram 1	1	4070.638674334	4072.590891227	0.000	8000.000	C
1325	Spectrogram 1	1	4072.902512376	4074.243637066	0.000	8000.000	Bu
1326	Spectrogram 1	1	4077.223914154	4079.442564876	0.000	8000.000	D
1327	Spectrogram 1	1	4081.545625236	4083.881033376	0.000	8000.000	C
1328	Spectrogram 1	1	4084.261753087	4085.376319285	0.000	8000.000	Bu
1329	Spectrogram 1	1	4088.467348673	4090.685999394	0.000	8000.000	D
1330	Spectrogram 1	1	4092.904650116	4095.083824994	0.000	8000.000	C
1331	Spectrogram 1	1	4095.296022482	4096.059933440	0.000	8000.000	Bm
1332	Spectrogram 1	1	4096.823844398	4097.502876361	0.000	8000.000	Bm
1333	Spectrogram 1	1	4099.578606847	4101.780700473	0.000	8000.000	D
1334	Spectrogram 1	1	4103.933122815	4106.457610370	0.000	8000.000	C
1335	Spectrogram 1	1	4106.652390947	4107.563031168	0.000	8000.000	Bm
1336	Spectrogram 1	1	4110.741982239	4113.043429592	0.000	8000.000	D
1337	Spectrogram 1	1	4115.104782333	4117.194804856	0.000	8000.000	C
1338	Spectrogram 1	1	4117.407002345	4118.637747777	0.000	8000.000	Bm
1339	Spectrogram 1	1	4121.280578744	4124.741011586	0.000	8000.000	F
1340	Spectrogram 1	1	4125.775830019	4127.464653702	0.000	8000.000	C
1341	Spectrogram 1	1	4128.011037835	4129.269377050	0.000	8000.000	Bm
1342	Spectrogram 1	1	4131.836431554	4134.534533240	0.000	8000.000	F
1343	Spectrogram 1	1	4136.207699814	4138.711630177	0.000	8000.000	C
1344	Spectrogram 1	1	4138.932392818	4140.124503653	0.000	8000.000	Bm
1345	Spectrogram 1	1	4142.641182084	4145.075075039	0.000	8000.000	F
1346	Spectrogram 1	1	4146.944892725	4149.491262585	0.000	8000.000	C
1347	Spectrogram 1	1	4149.893189665	4150.985957931	0.000	8000.000	Bm
1348	Spectrogram 1	1	4153.353256874	4156.790856185	0.000	8000.000	F
1349	Spectrogram 1	1	4157.894283125	4160.016258008	0.000	8000.000	C
1350	Spectrogram 1	1	4160.320655624	4161.877022548	0.000	8000.000	Bm
1351	Spectrogram 1	1	4164.079116174	4166.513009130	0.000	8000.000	F
1352	Spectrogram 1	1	4168.461718045	4170.795890417	0.000	8000.000	C
1353	Spectrogram 1	1	4170.965648408	4171.998659927	0.000	8000.000	Bm
1354	Spectrogram 1	1	4174.415995787	4177.032016787	0.000	8000.000	F
1355	Spectrogram 1	1	4178.869854325	4181.023809356	0.000	8000.000	C
1356	Spectrogram 1	1	4181.246862291	4182.472087316	0.000	8000.000	Bm
1357	Spectrogram 1	1	4185.021879937	4187.853143171	0.000	8000.000	F
1358	Spectrogram 1	1	4189.409510095	4191.412918582	0.000	8000.000	C
1359	Spectrogram 1	1	4192.157987854	4193.118299360	0.000	8000.000	Bm
1360	Spectrogram 1	1	4195.410800643	4198.332467805	0.000	8000.000	D
1361	Spectrogram 1	1	4199.951826894	4202.328438763	0.000	8000.000	F
1362	Spectrogram 1	1	4202.498196754	4204.373607004	0.000	8000.000	Bm
1363	Spectrogram 1	1	4205.935796065	4208.991439898	0.000	8000.000	D
1364	Spectrogram 1	1	4210.094866837	4212.683676195	0.000	8000.000	C
1365	Spectrogram 1	1	4212.926312888	4214.035638249	0.000	8000.000	Bm
1366	Spectrogram 1	1	4216.262012878	4219.093276112	0.000	8000.000	D
1367	Spectrogram 1	1	4220.682757225	4222.686165713	0.000	8000.000	C
1368	Spectrogram 1	1	4223.646477219	4224.457774871	0.000	8000.000	E
1369	Spectrogram 1	1	4225.484314757	4226.643311402	0.000	8000.000	E
1370	Spectrogram 1	1	4227.410181888	4228.580491510	0.000	8000.000	E
1371	Spectrogram 1	1	4229.362398781	4230.635583711	0.000	8000.000	E
1372	Spectrogram 1	1	4232.074038541	4235.186772389	0.000	8000.000	F
1373	Spectrogram 1	1	4236.345769035	4237.786236294	0.000	8000.000	C
1374	Spectrogram 1	1	4238.614209273	4239.640630927	0.000	8000.000	E
1375	Spectrogram 1	1	4240.799627572	4241.754732101	0.000	8000.000	E
1376	Spectrogram 1	1	4242.806585306	4243.998696141	0.000	8000.000	E
1377	Spectrogram 1	1	4245.488834685	4248.932710432	0.000	8000.000	F
1378	Spectrogram 1	1	4250.336430906	4251.142781362	0.000	8000.000	E
1379	Spectrogram 1	1	4252.034010813	4253.010119259	0.000	8000.000	E
1380	Spectrogram 1	1	4253.519393232	4254.537941176	0.000	8000.000	E
1381	Spectrogram 1	1	4255.174533641	4256.065763092	0.000	8000.000	E
1382	Spectrogram 1	1	4256.405279073	4257.296508524	0.000	8000.000	E
1383	Spectrogram 1	1	4257.933100990	4258.824330441	0.000	8000.000	E
1384	Spectrogram 1	1	4259.376043910	4260.182394366	0.000	8000.000	E
1385	Spectrogram 1	1	4261.328666464	4263.895016179	0.000	8000.000	F
1386	Spectrogram 1	1	4265.898424666	4266.974635837	0.000	8000.000	C
1387	Spectrogram 1	1	4268.225821471	4268.954333648	0.000	8000.000	E
1388	Spectrogram 1	1	4269.848416775	4270.626600237	0.000	8000.000	E
1389	Spectrogram 1	1	4271.321998224	4272.149852971	0.000	8000.000	E
1390	Spectrogram 1	1	4272.861808053	4273.673105705	0.000	8000.000	E
1391	Spectrogram 1	1	4275.328815198	4278.458106141	0.000	8000.000	F
1392	Spectrogram 1	1	4280.312502175	4281.123799827	0.000	8000.000	E
1393	Spectrogram 1	1	4282.398696137	4283.143765409	0.000	8000.000	E
1394	Spectrogram 1	1	4284.160710551	4284.882182012	0.000	8000.000	E
1395	Spectrogram 1	1	4285.349016486	4286.070487947	0.000	8000.000	E
1396	Spectrogram 1	1	4286.819440485	4287.531395567	0.000	8000.000	E
1397	Spectrogram 1	1	4289.145710922	4291.894188681	0.000	8000.000	F
1398	Spectrogram 1	1	4294.218871500	4295.194979946	0.000	8000.000	E
1399	Spectrogram 1	1	4296.425725379	4297.147196839	0.000	8000.000	E
1400	Spectrogram 1	1	4297.995988368	4298.802338823	0.000	8000.000	E
1401	Spectrogram 1	1	4299.523810284	4300.287721242	0.000	8000.000	E
1402	Spectrogram 1	1	4301.136511195	4301.900422154	0.000	8000.000	E
1403	Spectrogram 1	1	4302.155059140	4303.088728088	0.000	8000.000	E
1404	Spectrogram 1	1	4304.641182684	4307.406217539	0.000	8000.000	F
1405	Spectrogram 1	1	4310.009317483	4311.466341837	0.000	8000.000	G2
1406	Spectrogram 1	1	4313.618764179	4315.555944286	0.000	8000.000	G2
1407	Spectrogram 1	1	4316.665269647	4317.310996350	0.000	8000.000	I
1408	Spectrogram 1	1	4318.552778470	4319.258176702	0.000	8000.000	I
1409	Spectrogram 1	1	4319.562761261	4320.225045058	0.000	8000.000	I
1410	Spectrogram 1	1	4321.125514599	4321.804546562	0.000	8000.000	I
1411	Spectrogram 1	1	4322.016744051	4322.653336516	0.000	8000.000	I
1412	Spectrogram 1	1	4323.234643817	4323.863813424	0.000	8000.000	I
1413	Spectrogram 1	1	4325.485988094	4326.893341164	0.000	8000.000	G2
1414	Spectrogram 1	1	4328.929863841	4330.651801714	0.000	8000.000	G2
1415	Spectrogram 1	1	4331.992926404	4332.522753442	0.000	8000.000	I
1416	Spectrogram 1	1	4334.046006176	4334.625504498	0.000	8000.000	I
1417	Spectrogram 1	1	4336.148963337	4336.688133798	0.000	8000.000	I
1418	Spectrogram 1	1	4336.867857285	4337.466935575	0.000	8000.000	I
1419	Spectrogram 1	1	4337.886290378	4338.545276497	0.000	8000.000	I
1420	Spectrogram 1	1	4338.904723471	4339.503801760	0.000	8000.000	I
1421	Spectrogram 1	1	4339.743433076	4340.342511366	0.000	8000.000	I
1422	Spectrogram 1	1	4340.522234853	4341.241128801	0.000	8000.000	I
1423	Spectrogram 1	1	4343.290805881	4344.681601855	0.000	8000.000	G2
1424	Spectrogram 1	1	4346.812556896	4348.622426974	0.000	8000.000	G2
1425	Spectrogram 1	1	4349.913643855	4350.360685418	0.000	8000.000	I
1426	Spectrogram 1	1	4350.606279574	4351.025634377	0.000	8000.000	I
1427	Spectrogram 1	1	4352.003374784	4352.482637416	0.000	8000.000	I
1428	Spectrogram 1	1	4352.794578374	4353.302131878	0.000	8000.000	I
1429	Spectrogram 1	1	4353.854232450	4354.384059488	0.000	8000.000	I
1430	Spectrogram 1	1	4354.620104116	4355.039458919	0.000	8000.000	I
1431	Spectrogram 1	1	4355.638537208	4356.177707669	0.000	8000.000	I
1432	Spectrogram 1	1	4356.776785959	4357.315956420	0.000	8000.000	I
